Oliver Twist	https://web.archive.org/web/20210410074204/https://www.gradesaver.com/oliver-twist
Persuasion	https://web.archive.org/web/20180409062304/http://www.gradesaver.com/persuasion
The Picture of Dorian Gray	https://web.archive.org/web/20201217191025/https://www.gradesaver.com/the-picture-of-dorian-gray
Pride and Prejudice	https://web.archive.org/web/20210118171315/https://www.gradesaver.com/pride-and-prejudice
The Scarlet Letter	https://web.archive.org/web/20210118171304/https://www.gradesaver.com/the-scarlet-letter
The Scarlet Pimpernel	https://web.archive.org/web/20201127014008/https://www.gradesaver.com/the-scarlet-pimpernel
The Secret Garden	https://web.archive.org/web/20201112141827/https://www.gradesaver.com/the-secret-garden
Sense and Sensibility	https://web.archive.org/web/20210120183840/https://www.gradesaver.com/sense-and-sensibility
Siddhartha	https://web.archive.org/web/20210410044538/https://www.gradesaver.com/siddhartha/
Silas Marner	https://web.archive.org/web/20210410213526/https://www.gradesaver.com/silas-marner/
Sister Carrie	https://web.archive.org/web/20210212021916/https://www.gradesaver.com/sister-carrie/
Sons and Lovers	https://web.archive.org/web/20180402022048/http://www.gradesaver.com/sons-and-lovers
A Tale of Two Cities	https://web.archive.org/web/20210410065304/https://www.gradesaver.com/tale-of-two-cities/
Tess of the D'Urbervilles	https://web.archive.org/web/20210410060617/https://www.gradesaver.com/tess-of-the-durbervilles
The Three Musketeers	https://web.archive.org/web/20180416043647/http://www.gradesaver.com/the-three-musketeers
The Time Machine	https://web.archive.org/web/20201125113641/https://www.gradesaver.com/the-time-machine/
Treasure Island	https://web.archive.org/web/20201127013114/https://www.gradesaver.com/treasure-island/
The Trial	https://web.archive.org/web/20180330224316/http://www.gradesaver.com/the-trial
The Turn of the Screw	https://web.archive.org/web/20201105231633/https://www.gradesaver.com/turn-of-the-screw
Ulysses	https://web.archive.org/web/20200922193926/https://www.gradesaver.com/ulysses/
Uncle Tom's Cabin	https://web.archive.org/web/20210211084440/https://www.gradesaver.com/uncle-toms-cabin/
Vanity Fair	https://web.archive.org/web/20180421084143/http://www.gradesaver.com/vanity-fair
Walden	https://web.archive.org/web/20210421225936/https://www.gradesaver.com/walden
War and Peace	https://web.archive.org/web/20210109230649/https://www.gradesaver.com/war-and-peace
The War of the Worlds	https://web.archive.org/web/20201114034227/https://www.gradesaver.com/the-war-of-the-worlds
Washington Square	https://web.archive.org/web/20201127013206/https://www.gradesaver.com/washington-square/
White Fang	https://web.archive.org/web/20200927232426/https://www.gradesaver.com/white-fang
Winesburg, Ohio	https://web.archive.org/web/20210502035428/https://www.gradesaver.com/winesburg-ohio
Wuthering Heights	https://web.archive.org/web/20210212023824/https://www.gradesaver.com/wuthering-heights/
The Yellow Wallpaper	https://web.archive.org/web/20210411185209/https://www.gradesaver.com/the-yellow-wallpaper/
